DRE;CODESC;TIPOESC;NOMESC;DIRETORIA;SUBPREF;CEU;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;FAX;SITUACAO;CODDIST;DISTRITO;SETOR;CODINEP;CODCIE;EH;DT_CRIACAO;ATO_CRIACAO;DOM_CRIACAO;DT_INI_FUNC;DT_AUTORIZA;NOME_ANT;T2D3D;T2D3D16;T2D3D15;T2D3D14;T2D3D13;T2D3D12;T2D3D11;T2D3D10;T2D3D09;T2D3D08;T2D3D07;DTURNOS;DTURNOS16;DTURNOS15;DTURNOS14;DTURNOS13;DTURNOS12;DTURNOS11;DTURNOS10;DTURNOS09;DTURNOS08;DTURNOS07;LATITUDE;LONGITUDE;REDE;DATABASE
BT;092789;EMEF;LUIZ EDUARDO MATARAZZO, CDE.;BUTANTA;BUTANTA;;AVENIDA PADRE TIAGO ALBERIONE;150;PARQUE DOS PRÍNCIPES;05396070;37825470;37829747;;Ativa;67;RIO PEQUENO;6702;35053259;053259;161079146000000;29/10/1985;21.536;29/10/1985;10/12/1985;16/03/1991;PARQUE DOS PRINCIPES;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23573811;-46774966;DIR;30/04/2017
BT;092797;EMEF;JULIO MESQUITA;BUTANTA;BUTANTA;;RUA JOSE AIRES NETO;25;JARDIM BONFIGLIOLI;05594040;37354382;;;Ativa;12;BUTANTA;1201;35053223;053223;161079106000000;21/03/1957;3.511;21/03/1957;21/03/1957;10/04/1981;1. ESCOLA MISTA DO JARDIM BONFIGLIOLI;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MTN;MTN;MTN;MTN;MTN;-23581353;-46735794;DIR;30/04/2017
BT;092801;EMEF;IBRAHIM NOBRE;BUTANTA;BUTANTA;;RUA CORONEL SALVADOR DE MOYA;263;VILA ALBA;05368020;37316153;37354381;;Ativa;67;RIO PEQUENO;6704;35053200;053200;161079143000000;11/11/1970;9.132;11/11/1970;18/01/1971;10/04/1981;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MTN;MTN;MTN;MTN;-23575350;-46753022;DIR;30/04/2017
BT;092819;EMEF;BRASIL-JAPAO;BUTANTA;BUTANTA;;RUA DOUTOR PAULO CARVALHO FERREIRA;94;JARDIM SARAH;05382040;37664383;;;Ativa;67;RIO PEQUENO;6703;35053132;053132;161079137000000;23/01/1967;6.855;23/01/1967;01/02/1967;10/04/1981;ESCOLAS AGRUPADAS DO RIO PEQUENO;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23573464;-46761340;DIR;30/04/2017
BT;092827;EMEF;ALVARO SILVA BRAGA, GEN.;BUTANTA;BUTANTA;;RUA PADRE PAULO CANELLES;611;VILA DALVA;05386070;37120676;37120676;37615812;Ativa;67;RIO PEQUENO;6702;35053181;053181;161079134000000;12/02/1971;9.299;11/02/1971;11/02/1971;10/04/1981;VILA DALVA;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23564172;-46764287;DIR;30/04/2017
PJ;092835;EMEF;ESPIRIDIAO ROSAS, MAL.;PIRITUBA;LAPA;;RUA GUIMARÃES ROSA;115;VILA LAGEADO;05338080;37682898;;37664384;Ativa;41;JAGUARE;4102;35053247;053247;161071170000000;;;;21/11/1956;10/04/1981;ESCOLAS REUNIDAS DO JAGUARE;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23553271;-46752882;DIR;30/04/2017
BT;092843;EMEF;ROBERTO MANGE, PROF.;BUTANTA;BUTANTA;;RUA JOSE CERQUEIRA BASTOS;46;JARDIM ESTER;05373090;37826700;37829758;;Ativa;67;RIO PEQUENO;6703;35053260;053260;161079151000000;05/12/1969;8.543;04/12/1969;19/02/1970;10/04/1981;E.M. JARDIM ESTHER;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;MTN;MTN;-23585791;-46758297;DIR;30/04/2017
BT;092851;EMEF;EUCLYDES DE OLIVEIRA FIGUEIREDO, GEN.;BUTANTA;BUTANTA;;RUA MARECHAL OLIMPIO MOURAO FILHO;187;CIDADE SAO FRANCISCO;05352080;37684542;37664380;;Ativa;67;RIO PEQUENO;6701;35053193;053193;161079140000000;11/11/1970;9.135;11/11/1970;11/11/1970;10/04/1981;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23557431;-46758491;DIR;30/04/2017
CL;092860;EMEF;MARIO MOURA E ALBUQUERQUE, BEL.;CAMPO LIMPO;M'BOI MIRIM;;RUA HUMBERTO DE ALMEIDA;521;CHACARA SANTANA;05831000;58910875;55143074;;Ativa;46;JARDIM SAO LUIS;4603;35053797;053797;161072226000000;16/11/1956;3341;16/11/1956;22/08/1967;10/04/1981;ESCOLA MISTA DE VILA TUPAROQUERA;2D;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MT;MIVN;MIVN;MIVN;-23671472;-46747273;DIR;30/04/2017
CL;092878;EMEF;CAROLINA RENNO RIBEIRO DE OLIVEIRA, PROFA.;CAMPO LIMPO;M'BOI MIRIM;;RUA JOAO FERREIRA DA SILVA;99;JARDIM SANTA MARGARIDA;04931070;55140049;55146823;55140049;Ativa;43;JARDIM ANGELA;4303;35054318;054318;161072177000000;03/08/1971;9.586;02/08/1971;27/09/1971;10/04/1981;E.M.JARDIM SANTA MARGARIDA;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;MTN;MTN;MTN;MTN;MT;MT;MTN;MTN;MTN;MTN;MIVN;-23684028;-46756357;DIR;30/04/2017
CL;092886;EMEF;OLIVEIRA VIANA;CAMPO LIMPO;M'BOI MIRIM;;RUA PROFESSOR BARROSO DO AMARAL;694;JARDIM PLANALTO;04937010;58310046;58311942;58310046;Ativa;43;JARDIM ANGELA;4304;35054100;054100;161072195000000;04/09/1975;12.197;03/09/1975;12/09/1975;10/04/1981;E.M. VILA SANTA LUCIA;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;3D;MTN;MTN;MTN;MTN;MTN;MTN;MIVN;MIVN;MIVN;MIVN;MIVN;-23686526;-46763578;DIR;30/04/2017
CL;092894;EMEF;MARIO MARQUES DE OLIVEIRA, PROF.;CAMPO LIMPO;M'BOI MIRIM;;RUA MARCELINO COELHO;297;JARDIM ÂNGELA (ZONA SUL);04939010;58310145;;58337878;Ativa;43;JARDIM ANGELA;4304;35054094;054094;161072192000000;09/12/1969;8.554;08/12/1969;11/02/1970;10/04/1981;E.M.JARDIM ANGELA;2D;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MIVN;MIVN;MIVN;-23689021;-46771534;DIR;30/04/2017
CL;092908;EMEF;CLEMENTE PASTORE, PROF.;CAMPO LIMPO;M'BOI MIRIM;;RUA INACIO PARREIRAS NEVES;17;JARDIM NAKAMURA;04942080;58310521;58338282;58310521;Ativa;43;JARDIM ANGELA;4305;35054324;054324;161072183000000;29/04/1974;11.001;29/04/1974;29/05/1974;10/04/1981;E.M.DO JARDIM NAKAMURA;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MIVN;MIVN;MIVN;MIVN;-23697736;-46772256;DIR;30/04/2017
CL;092916;EMEF;ANTONIO ESTANISLAU DO AMARAL;CAMPO LIMPO;M'BOI MIRIM;;RUA CERDEIRA;7;PARQUE NOVO SANTO AMARO;05874060;58310364;;58337677;Ativa;43;JARDIM ANGELA;4301;35070185;070185;161072174000000;08/03/1978;14.961;07/03/1978;16/03/1978;10/04/1981;;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;3D;MTN;MTN;MTN;MTN;MTN;MTN;MIVN;MIVN;MIVN;MIVN;MIVN;-23699426;-46783175;DIR;30/04/2017
CL;092924;EMEF;MARIO RANGEL, CEL.;CAMPO LIMPO;CAMPO LIMPO;;AVENIDA COMENDADOR SANTANNA;821;CAPAO REDONDO;05866000;58709311;58726464;58709311;Ativa;19;CAPAO REDONDO;1904;35053824;053824;161072164000000;12/02/1971;9.301;11/02/1971;22/05/1971;10/04/1981;E.M.CAPAO REDONDO;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;3D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MIVN;MIVN;-23673774;-46773180;DIR;30/04/2017
CL;092932;EMEF;JORGE AMERICANO, PROF.;CAMPO LIMPO;CAMPO LIMPO;;AVENIDA FEITICO DA VILA;915;CHACARA SANTA MARIA;05879000;58732970;58735574;;Ativa;19;CAPAO REDONDO;1907;35054069;054069;161072158000000;20/03/1957;3.506;20/03/1957;20/03/1957;10/04/1981;1,2,3 ESC. MISTA E ESC. MASC. DO VALO VELHO;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MIVN;-23686990;-46799837;DIR;30/04/2017
CL;092941;EMEF;EUCLIDES DA CUNHA;CAMPO LIMPO;CAMPO LIMPO;;RUA DA COSTA NOVA DO PRADO;108;JARDIM COMERCIAL;05885190;58732676;;58735788;Ativa;19;CAPAO REDONDO;1905;35070191;070191;161072146000000;16/04/1977;14.501;15/04/1977;19/04/1977;10/04/1981;;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;3D;MT;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MIVN;MIVN;-23671517;-46779466;DIR;30/04/2017
CL;092959;EMEF;IRACEMA MARQUES DA SILVEIRA, PROFA.;CAMPO LIMPO;CAMPO LIMPO;;AVENIDA DOM RODRIGO SANCHES;672;PARQUE DO ENGENHO;05892360;58241404;;58212315;Ativa;19;CAPAO REDONDO;1901;35053958;053958;161072152000000;20/01/1973;10.326;19/01/1973;10/03/1973;10/04/1981;JARDIM DAS ROSAS,ESCOLA MUNICIPAL DO;2D;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MIVN;MIVN;MIVN;-23661102;-46785921;DIR;30/04/2017
CL;092967;EMEF;LEVY DE AZEVEDO SODRE, PROF.;CAMPO LIMPO;CAMPO LIMPO;;RUA GOLPAZARI;10;JARDIM VALE DAS VIRTUDES;05796020;58248895;58251409;;Ativa;17;CAMPO LIMPO;1705;35054070;054070;161072113000000;26/01/1977;14.290;26/01/1977;05/03/1977;10/04/1981;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;MT;MT;MT;MT;MT;MT;MTN;MTN;MTN;MTN;MIVN;-23650211;-46774099;DIR;30/04/2017
CL;092975;EMEF;OTONIEL MOTA;CAMPO LIMPO;M'BOI MIRIM;;RUA RAIMUNDA FRANKLIN DE MELO;184;PARQUE SANTO ANTONIO;05850270;58162564;55113424;;Ativa;46;JARDIM SAO LUIS;4603;35053934;053934;161072229000000;04/09/1975;12.197;03/09/1975;02/02/1976;10/04/1981;E.M. JARDIM CAPELINHA;2D;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MIVN;MIVN;MIVN;-23659536;-46755091;DIR;30/04/2017
CL;092983;EMEF;PROCOPIO FERREIRA;CAMPO LIMPO;M'BOI MIRIM;;AVENIDA FIM DE SEMANA;527;JARDIM CASABLANCA;05846270;55120287;;55122237;Ativa;46;JARDIM SAO LUIS;4603;35053961;053961;161072231000000;14/02/1975;11.768;13/02/1975;12/03/1975;10/04/1981;JARDIM SAO LUIZ;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MIVN;-23655614;-46747495;DIR;30/04/2017
CL;092991;EMEF;AIRTON ARANTES RIBEIRO, PROF.;CAMPO LIMPO;M'BOI MIRIM;;RUA FREI LUÍS BELTRÃO;5;CONJUNTO PROMORAR SÃO LUIS;05846290;55113687;;55130008;Ativa;46;JARDIM SAO LUIS;4603;35087661;087661;161072206000000;06/10/1982;18.279;04/10/1982;02/02/1983;07/11/1992;CONJUNTO PRO-MORAR JARDIM SAO LUIZ;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23658666;-46746098;DIR;30/04/2017
CL;093009;EMEF;LUIZ TENORIO DE BRITO, CEL.;CAMPO LIMPO;M'BOI MIRIM;;RUA BALDOMERO CARQUEJA;278;VILA PREL;05780260;55130018;;;Ativa;46;JARDIM SAO LUIS;4601;35053818;053818;161072131000000;25/08/1956;3.206;23/08/1956;23/08/1956;10/04/1981;ESCOLA MISTA DE VILA PREL;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MTG;MTG;MT;MT;MT;MT;MT;MT;MTN;MTN;MTN;-23646657;-46751277;DIR;30/04/2017
CL;093017;EMEF;ADHEMAR DE BARROS, PREF.;CAMPO LIMPO;CAMPO LIMPO;;RUA GIOVANNI AMADEO;187;JARDIM CATANDUVA;05767400;58415095;;58415223;Ativa;17;CAMPO LIMPO;1704;35053922;053922;161072104000000;30/10/1968;7.755;31/10/1968;07/11/1968;10/04/1981;ESCOLAS REUNIDAS DE JARDIM IPE;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;3D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MIVN;MIVN;-23638568;-46760730;DIR;30/04/2017
CL;093025;EMEF;PALIMERCIO DE REZENDE, CEL.;CAMPO LIMPO;CAMPO LIMPO;;RUA MANUEL RIBEIRO DE AZEVEDO;S/N;JARDIM CATANDUVA;05767480;58428080;58413943;;Ativa;17;CAMPO LIMPO;1704;35053831;053831;161072122000000;12/11/1970;9.129;11/11/1970;01/02/1971;10/04/1981;;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MT;MT;MIV;MIVN;-23635162;-46762577;DIR;30/04/2017
